"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"78402";"BELL-LLOC D'URGELL";"41.6316190";"0.78154700";"C/ de L'Estació, S/N";"25220";"BELL-LLOC D'URGELL";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78403";"MOLLERUSSA";"41.6317790";"0.89677500";"Pl. L'Estació Ferrocarril, 4";"25230";"MOLLERUSSA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78404";"GOLMÉS";"41.6359290";"0.93086300";"Passeig L'Estació Ferrocarril, S/N";"25241";"GOLMÉS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78405";"CASTELLNOU DE SEANA";"41.6374640";"0.96773600";"Ctra. Lv - 3443 --- Estació Ferrocarril, S/N";"25265";"CASTELLNOU DE SEANA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78406";"BELLPUIG";"41.6325450";"1.01299300";"Av. de Lleida, S/N";"25250";"BELLPUIG";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78407";"ANGLESOLA";"41.6464480";"1.07919200";"Ctra. Lv- 3342 - Estació Ferrocarril, S/N";"25320";"ANGLESOLA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78408";"TÀRREGA";"41.6503870";"1.13896300";"C/ del Segle Xx, S/N";"25300";"TÀRREGA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78500";"CERVERA";"41.6736110";"1.27477300";"Passeig de L'Estació Ferrocarril, S/N";"25200";"CERVERA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78501";"SANT GUIM DE FREIXENET";"41.6559240";"1.42053000";"Pl. de L'Estació, S/N";"25270";"SANT GUIM DE FREIXENET";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78502";"SANT MARTÍ SESGUEIOLES";"41.7012170";"1.48620400";"Passeig Dels Germans Forn, S/N";"08282";"SANT MARTÍ SESGUEIOLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78503";"CALAF";"41.7303340";"1.51509700";"Avda. Josep Miro, 1";"08280";"CALAF";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78504";"SEGUERS-SANT PERE SALLAVINERA";"41.7479910";"1.57416700";"Ctra. Bv-3051 - Estació de Ferrocarril, S/N";"08281";"SANT PERE SALLAVINERA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78505";"AGUILAR DE SEGARRA";"41.7389170";"1.62372000";"Ctra. Bv - 3009 - Estación Ferrocarril, 18";"08256";"AGUILAR DE SEGARRA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78506";"RAJADELL";"41.7331590";"1.69627500";"Ctra. Bv-3012 - Estación Ferrocarril, S/N";"08256";"RAJADELL";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78600";"MANRESA";"41.7203921";"1.82648564";"Ctra. Manresa A Abrera, S/N";"08240";"MANRESA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78604";"SANT VICENÇ DE CASTELLET";"41.6688309";"1.86264304";"Pg. Pau Casals, S/N";"08295";"SANT VICENÇ DE CASTELLET";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78700";"TERRASSA ESTACIÓ DEL NORD";"41.5697825";"2.01435428";"Pl. Estació del Nord, S/N";"08221";"TERRASSA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78804";"BARCELONA-ARC DE TRIOMF";"41.3919048";"2.18063916";"Passeig.  Sant Joan, S/N";"08010";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78805";"BARCELONA-PLAÇA DE CATALUNYA";"41.3879231";"2.16970383";"Pl. Catalunya, S/N";"08002";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79004";"BARCELONA-SANT ANDREU";"41.4361251";"2.19319866";"Pl. Estació, S/N";"08030";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"79009";"BARCELONA-EL CLOT";"41.4092979";"2.18719759";"Pl. Canonge Rodó, S/N";"08026";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"79100";"GRANOLLERS-CENTRE";"41.5997447";"2.29126962";"Pla. Josep Serrat I Bonastre, 5";"08400";"GRANOLLERS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79104";"SANT CELONI";"41.6857928";"2.49072799";"Pl. de L'Estacio, S/N";"08470";"SANT CELONI";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79105";"GUALBA";"41.7181901";"2.53878373";"Barri D L'Estacio, S/N";"08470";"GUALBA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79106";"RIELLS I VIABREA-BREDA";"41.7263582";"2.56889584";"Mossèn Pere Ribot, S/N";"17404";"RIELLS I VIABREA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79107";"HOSTALRIC";"41.7477880";"2.63165011";"Baixada de L'Estació, S/N";"17450";"HOSTALRIC";"GIRONA";"ESPAÑA";"SI";"NO";""
"79200";"MAÇANET-MASSANES";"41.7724212";"2.67385865";"C/ Estació de Ferrocarril, S/N";"17412";"MASSANES";"GIRONA";"ESPAÑA";"SI";"NO";""
"79202";"SILS";"41.8075996";"2.74500729";"Pl. de L'Estació, S/N";"17410";"SILS";"GIRONA";"ESPAÑA";"SI";"NO";""
"79203";"CALDES DE MALAVELLA";"41.8411100";"2.80076692";"Av. Doctor Forest, S/N";"17455";"CALDES DE MALAVELLA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79204";"RIUDELLOTS";"41.8962970";"2.81157037";"C/ Veinat de L'Estació, S/N";"17457";"RIUDELLOTS DE LA SELVA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79205";"FORNELLS DE LA SELVA";"41.9350430";"2.80978324";"C/ Caterina Albert, S/N";"17458";"FORNELLS DE LA SELVA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79300";"GIRONA";"41.9793629";"2.81693689";"Pl. Espanya, S/N";"17002";"GIRONA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79301";"CELRÀ";"42.0271984";"2.87490587";"Ctra. de Juià, 45";"17460";"CELRÀ";"GIRONA";"ESPAÑA";"SI";"NO";""
"79302";"BORDILS-JUIÀ";"42.0370568";"2.91529561";"Ctra. Vella, S/N";"17462";"BORDILS";"GIRONA";"ESPAÑA";"SI";"NO";""
"79303";"FLAÇÀ";"42.0474770";"2.95740315";"Pla. Estacio del Carrilet, S/N";"17463";"FLAÇÀ";"GIRONA";"ESPAÑA";"SI";"NO";""
"79304";"SANT JORDI DESVALLS";"42.0683023";"2.96447664";"C/ de L'Estació, S/N";"17464";"SANT JORDI DESVALLS";"GIRONA";"ESPAÑA";"SI";"NO";""
"79305";"CAMALLERA";"42.1223297";"2.96536522";"C/ Estació Ferrocarril, S/N";"17465";"SAUS, CAMALLERA I LLAMPAIES";"GIRONA";"ESPAÑA";"SI";"NO";""
"79306";"SANT MIQUEL DE FLUVIÀ";"42.1721019";"2.98959828";"Ctra. Gi-622 - Estació Ferrocarril, S/N";"17475";"SANT MIQUEL DE FLUVIÀ";"GIRONA";"ESPAÑA";"SI";"NO";""
"79308";"VILAMALLA";"42.2163620";"2.97776423";"Cami de L'Estació, S/N";"17469";"VILAMALLA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79309";"FIGUERES";"42.2651134";"2.96880074";"Pl. Estacio Ferrocarril, S/N";"17600";"FIGUERES";"GIRONA";"ESPAÑA";"SI";"NO";""
"79311";"VILAJUÏGA";"42.3256691";"3.08754626";"Passeig de L'Estació, S/N";"17493";"VILAJUÏGA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79312";"LLANÇÀ";"42.3666194";"3.14897460";"Pl. L'Estació Ferrocarril, S/N ";"17490";"LLANÇÀ";"GIRONA";"ESPAÑA";"SI";"NO";""
"79314";"COLERA";"42.4068837";"3.15434316";"C/ Pujada Estació, S/N";"17496";"COLERA";"GIRONA";"ESPAÑA";"SI";"NO";""
"79315";"PORTBOU";"42.4245908";"3.15801841";"C/ Claudi Planas, S/N";"17497";"PORTBOU";"GIRONA";"ESPAÑA";"SI";"NO";"PORTB"
"79316";"CERBÈRE";"42.4416640";"3.16314935";"Rue Lamartine";"";"PORTBOU";"GIRONA";"ESPAÑA";"SI";"NO";"PORTB"
"79400";"BARCELONA ESTACIÓ DE FRANÇA";"41.3844866";"2.18534785";"Av. Marques de L'Argentera, S/N";"08003";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"79403";"SANT ADRIÀ DE BESÒS";"41.4244316";"2.23048178";"Avg. Eduard Maristany, S/N";"08930";"SANT ADRIÀ DE BESÒS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79404";"BADALONA";"41.4458838";"2.24892096";"Pla. Roca I Pi, 1";"08911";"BADALONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79405";"MONTGAT";"41.4630211";"2.27215510";"C/. Marina, S/N";"08390";"MONTGAT";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79406";"MONTGAT-NORD";"41.4687860";"2.28669661";"Ctra. N-Ii, S/N";"08390";"MONTGAT";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79407";"EL MASNOU";"41.4770363";"2.31037720";"Ctra. N-Ii, S/N";"08320";"MASNOU (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79409";"PREMIÀ DE MAR";"41.4877522";"2.35485608";"Cami Ral, S/N";"08330";"PREMIÀ DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79410";"VILASSAR DE MAR";"41.5006285";"2.38986104";"Sant Jaume, S/N";"08340";"VILASSAR DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79412";"CABRERA DE MAR-VILASSAR DE MAR";"41.5067718";"2.40162431";"Avda. Maresme, S/N";"08349";"CABRERA DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79500";"MATARÓ";"41.5333852";"2.44553025";"Avg.del Maresme, S/N";"08301";"MATARÓ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79501";"SANT ANDREU DE LLAVANERES";"41.5555467";"2.49826463";"Ctra. Nacional Ii, S/N";"08392";"SANT ANDREU DE LLAVANERES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79502";"CALDES D'ESTRAC";"41.5686082";"2.52598143";"C/ Callao --- Ctra. Nacional Ii, S/N";"08393";"CALDES D'ESTRAC";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79600";"ARENYS DE MAR";"41.5776990";"2.54933744";"Platja de J.b.cassa, S/N";"08350";"ARENYS DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79601";"CANET DE MAR";"41.5866691";"2.58128887";"C/ del Mar, 11";"08360";"CANET DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79602";"SANT POL DE MAR";"41.6017549";"2.62459756";"Pl. Estacio, S/N";"08395";"SANT POL DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79603";"CALELLA";"41.6146911";"2.66599517";"C/ Anselm Clave, S/N";"08370";"CALELLA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79604";"PINEDA DE MAR";"41.6224449";"2.69355042";"Pl. de L'Estacio, S/N";"08397";"PINEDA DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79605";"MALGRAT DE MAR";"41.6416020";"2.74127903";"Passeig Llevant, 1";"08380";"MALGRAT DE MAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79606";"BLANES";"41.6736157";"2.76926970";"C/ Estació, S/N";"17300";"BLANES";"GIRONA";"ESPAÑA";"SI";"NO";""
"79607";"TORDERA";"41.7071687";"2.71957063";"Av. San Pere, 91";"08490";"TORDERA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"79608";"SANTA SUSANA";"41.6300971";"2.71596980";"Passeig del Mar, S/N";"08398";"SANTA SUSANNA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"80001";"ALTSASU-PUEBLO";"42.8932830";"-2.1674290";"C/ Venta Abajo, 2";"31800";"ALTSASU/ALSASUA";"NAVARRA";"ESPAÑA";"SI";"NO";""
"80003";"ETXARRI-ARANATZ";"42.9111380";"-2.0712450";"Ctra. Na - 120 --- Estación Ferrocarril, S/N";"31820";"ETXARRI-ARANATZ";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80005";"UHARTE-ARAKIL";"42.9206060";"-1.9748140";"C/ Estación Ferrocarril, S/N";"31840";"UHARTE-ARAKIL";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80100";"PAMPLONA/IRUÑA";"42.8248770";"-1.6614190";"Pla. Estación Ferrocarril, S/N";"31012";"PAMPLONA/IRUÑA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80108";"TAFALLA";"42.5257560";"-1.6714670";"Ctra. Na-132 - Paseo de las Ruedas, S/N";"31300";"TAFALLA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80109";"OLITE-ERRIBERRI";"42.4849890";"-1.6499640";"C/ Estación de Ferrocarril, 25";"31390";"OLITE/ERRIBERRI";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80114";"MARCILLA DE NAVARRA";"42.3348510";"-1.7174180";"Ctra. Na -128 --- Estación de Ferrocarril, S/N";"31340";"MARCILLA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"80115";"VILLAFRANCA DE NAVARRA";"42.2807340";"-1.7457160";"Avda. Miguel de Cervantes, S/N";"31330";"VILLAFRANCA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81002";"HARO";"42.5836350";"-2.8493960";"C/ Estación Ferrocarril, S/N";"26200";"HARO";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81100";"LOGROÑO";"42.4574590";"-2.4421930";"Avda. de Colon, 83";"26003";"LOGROÑO";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81102";"AGONCILLO";"42.4435850";"-2.2917010";"C/ José Maria de la Vega, S/N";"26160";"AGONCILLO";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81105";"ALCANADRE";"42.4074370";"-2.1220940";"Ctra. Estación, 49";"26509";"ALCANADRE";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81106";"FÉCULAS-NAVARRA";"42.4111480";"-2.0981960";"Ctra. Na - 6540 --- Estación Ferrocarril, S/N";"31580";"LODOSA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81108";"CALAHORRA";"42.3104580";"-1.9577550";"Avda. Estación Ferrocarril, S/N";"26500";"CALAHORRA";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81109";"RINCÓN DE SOTO";"42.2300110";"-1.8474730";"C/ Estación Ferrocarril, 2";"26550";"RINCÓN DE SOTO";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81110";"ALFARO";"42.1865250";"-1.7479850";"Avda. de la Vía, S/N";"26540";"ALFARO";"RIOJA, LA";"ESPAÑA";"NO";"NO";""
"81200";"CASTEJÓN DE EBRO";"42.1727190";"-1.6921140";"C/ Jeronimo Marco, 1";"31590";"CASTEJÓN";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81202";"TUDELA DE NAVARRA";"42.0594340";"-1.5979310";"Pza. Estación Ferrocarril, S/N";"31500";"TUDELA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81203";"RIBAFORADA";"41.9970380";"-1.5150970";"C/ Parlamento Navarro, 45";"31550";"RIBAFORADA";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81205";"CORTES DE NAVARRA";"41.9150760";"-1.4204390";"Ctra. Na - 5200 --- Estación Ferrocarril, S/N";"31530";"CORTES";"NAVARRA";"ESPAÑA";"NO";"NO";""
"81206";"GALLUR";"41.8671640";"-1.3213420";"C/ Virgen del Pilar, 2";"50650";"GALLUR";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"81207";"LUCENI";"41.8261160";"-1.2435360";"Av. Francisco de Goya, 56";"50640";"LUCENI";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"81208";"PEDROLA";"41.8051980";"-1.2016730";"C/ Edificio Diseminados, 18";"50690";"PEDROLA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"81209";"CABAÑAS DE EBRO";"41.7880650";"-1.1675330";"C/ Estación Ferrocarril, S/N";"50638";"CABAÑAS DE EBRO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"81210";"ALAGÓN";"41.7714220";"-1.1127710";"C/ Estación Ferrocarril, S/N";"50630";"ALAGÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"82100";"SORIA";"41.7547540";"-2.4765370";"C/ Ctra. Madrid, S/N";"42005";"SORIA";"SORIA";"ESPAÑA";"NO";"NO";""
"84101";"ALMAZÁN-VILLA";"41.4890190";"-2.5253750";"Avda. Estación Ferrocarril, 9";"42200";"ALMAZÁN";"SORIA";"ESPAÑA";"NO";"NO";""
"84103";"TARDELCUENDE";"41.5935250";"-2.6393370";"Avda. Estación Ferrocarril, S/N";"42294";"TARDELCUENDE";"SORIA";"ESPAÑA";"NO";"NO";""
"84104";"QUINTANA REDONDA";"41.6397260";"-2.6096820";"C/ Estación Ferrocarril, S/N";"42291";"QUINTANA REDONDA";"SORIA";"ESPAÑA";"NO";"NO";""
"87067";"VALENCE VILLE";"44.9278984";"4.8930473 ";"";"";"VALENCE";"";"FRANCIA";"NO";"NO";"VALFR"
"87088";"NARBONNE";"43.1902530";"3.00571600";"Boulevard Frederic Mistral";"";"NARBONA";"DESCONOCIDO";"FRANCIA";"NO";"NO";""
"87089";"MARSEILLE ST CHARLES";"43.30349  ";"5.382236  ";"Square Narvik";"";"MARSEILLE";"";"FRANCIA";"NO";"NO";""
"87173";"MONTPELLIER SAINT-ROCH";"43.6048520";"3.88049100";"Place Auguste Gibert Bp";"";"MONTPELLIER";"DESCONOCIDO";"FRANCIA";"NO";"NO";"MONTP"
"87302";"NIMES";"43.832291 ";"4.365845  ";"Boulevart Sergent Triaire";"";"NIMES";"";"FRANCIA";"NO";"NO";"NIMES"
"87303";"LYON PART DIEU";"45.760281 ";"4.859801  ";"Place Chales Beraudier";"";"LYON";"";"FRANCIA";"NO";"NO";"LYON-"
"87374";"PERPIGNAN";"42.6964210";"2.88038100";"Place Salvador Dali";"";"PERPIGNAN";"";"FRANCIA";"NO";"NO";""
"87810";"VALENCE TGV";"44.991545 ";"4.978703  ";"Valence Cedex, 9";"";"VALENCE";"";"FRANCIA";"NO";"NO";"VALFR"
"87814";"AVIGNON TGV";"43.921938 ";"4.785813  ";"Place de L' Europe";"";"AVIGNON";"";"FRANCIA";"NO";"NO";""
"87912";"AIX EN PROVENCE TGV ";"43.455268 ";"5.31723   ";"Route Departamentale, 9";"";"AIX EN PROVENCE";"";"FRANCIA";"NO";"NO";""
"92102";"TOLEDO";"39.8622720";"-4.0112440";"C/ Paseo de la Rosa, S/N";"45006";"TOLEDO";"TOLEDO";"ESPAÑA";"NO";"NO";""
"94002";"DAIMIEL";"39.0615530";"-3.6042130";"C/ Estación Ferrocarril, S/N";"13250";"DAIMIEL";"CIUDAD REAL";"ESPAÑA";"NO";"NO";""
"94004";"ALMAGRO";"38.8953230";"-3.7097770";"Paseo Estación Ferrocarril, S/N";"13270";"ALMAGRO";"CIUDAD REAL";"ESPAÑA";"NO";"NO";""
"94021";"NINE";"41.45534  ";"-8.54513  ";"Calle de la Estacion";"";"NINE";"";"PORTUGAL";"NO";"NO";""
"94033";"VIANA DA CASTELO";"41.69517  ";"-8.83134  ";"Avda. Dos Combatentes da Grande Guerra";"";"VIANA DA CASTELO";"";"PORTUGAL";"NO";"NO";""
"94346";"PORTO CAMPANHA - O PORTO CAMPAÑA";"41.1489   ";"-8.58544  ";"Rua da Estação";"";"O PORTO CAMPAÑA";"";"PORTUGAL";"NO";"NO";""
"96122";"BARCELOS";"41.53673  ";"-8.60907  ";"";"";"BARCELOS";"";"PORTUGAL";"NO";"NO";""
"97004";"PORTAVE.FERRARI";"41.0847081";"1.1492886 ";"";"";"DESCONOCIDO";"BARCELONA";"ESPAÑA";"SI";"NO";""
"97015";"PORTAVENTURA";"41.0889239";"1.1398316 ";"";"";"SALOU";"BARCELONA";"ESPAÑA";"SI";"NO";""
"97017";"SANT SADURNÍ D'ANOIA";"41.419824 ";"1.794186  ";"";"";"SANT SADURNÍ D'ANOIA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"97018";"CARIBE PARK";"41.0875559";"1.1517695 ";"";"";"SALOU";"BARCELONA";"ESPAÑA";"SI";"NO";""
"97100";"PITIS";"40.4954173";"-3.7261603";"Calle Gloria Fuertes S/N, Pitis (Madrid)";"28035";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"97200";"MIRASIERRA-PACO DE LUCÍA";"40.4997590";"-3.7092505";"Calle del Monasterio de las Huelgas, S/N";"28034";"CANENCIA";"MADRID";"ESPAÑA";"SI";"NO";""
"97201";"MADRID-RAMÓN Y CAJAL";"40.4881473";"-3.6948037";"C/ San Modesto S/N";"28034";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"98000";"MADRID - ATOCHA CERCANÍAS";"40.4065280";"-3.6893730";"";"";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"98103";"ALCALÁ DE HENARES";"40.4890270";"-3.3657650";"";"";"ALCALÁ DE HENARES";"MADRID";"ESPAÑA";"SI";"NO";""
"99000";"MADRID CERCANÍAS";"40.4065280";"-3.6893730";"";"";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"99117";"OURENSE TURÍSTICO";"42.3503890";"-7.8727770";"";"";"OURENSE";"OURENSE";"ESPAÑA";"SI";"NO";""
"99143";"A CORUÑA-TURÍSTICO";"43.3527610";"-8.4097550";"";"";"CORUÑA (A)";"CORUÑA, A";"ESPAÑA";"NO";"NO";""
"99159";"SANTIAGO-TURÍSTICO";"42.8708420";"-8.5446970";"";"";"SANTIAGO DE COMPOSTELA";"CORUÑA, A";"ESPAÑA";"NO";"NO";""
"99161";"PONTEVEDRA-TURÍSTICO";"42.4219690";"-8.6355460";"";"";"PONTEVEDRA";"PONTEVEDRA";"ESPAÑA";"NO";"NO";""
"99173";"OVIEDO-TUR";"43.366841 ";"-5.854263 ";"";"33001";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"NO";""
"99174";"FERROL-TUR";"43.4880349";"-8.2311430";"";"";"FERROL";"CORUÑA, A";"ESPAÑA";"NO";"NO";""
"99178";"VIGO GUIXAR TURÍSTICO";"";"";"Rua Areal, S/N";"36201";"VIGO";"PONTEVEDRA";"ESPAÑA";"NO";"NO";""
"99180";"SORIA ENLACE AVE";"41.7547540";"-2.4765370";"";"42005";"SORIA";"SORIA";"ESPAÑA";"NO";"NO";""
"99183";"MADRID EMBAJADORES MuF";"";"";"";"";"MADRID";"MADRID";"ESPAÑA";"NO";"NO";""
